Geneid	SRR9106183	SRR9106184	SRR9106185	SRR9106186	SRR9106187	SRR9106188	SRR9106189	SRR9106190	SRR9106191	SRR9106192	SRR9106193	SRR9106194	SRR9106195	SRR9106196	SRR9106197	SRR9106198	SRR9106199	SRR9106200	SRR9106201	SRR9106202	SRR9106203	SRR9106204	SRR9106205	SRR9106206	SRR9106207	SRR9106208	SRR9106209	SRR9106210	SRR9106211	SRR9106212	SRR9106213	SRR9106214	SRR9106215	SRR9106216	SRR9106217	SRR9106218	SRR9106219	SRR9106220	SRR9106221	SRR9106222	SRR9106223	SRR9106224	SRR9106225	SRR9106226	SRR9106227	SRR9106228	SRR9106229	SRR9106230	SRR9106231	SRR9106232	SRR9106233	SRR9106234	SRR9106235	SRR9106236	SRR9106237	SRR9106238	SRR9106239	SRR9106240	SRR9106241	SRR9106242	SRR9106243	SRR9106244	SRR9106245	SRR9106246	SRR9106247	SRR9106248	SRR9106249	SRR9106250	SRR9106251	SRR9106252	SRR9106253	SRR9106254	SRR9106255
TRINITY_DN5733_c0_g1_i16.p3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TRINITY_DN5734_c0_g1_i6.p1	0	0	2	2	1	0	0	0	3	4	1	0	0	0	4	1	2	0	0	0	0	0	0	0	0	2	4	8	2	6	0	0	2	0	0	7	8	11	0	5	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5735_c0_g1_i12.p1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5735_c0_g1_i5.p1	2	1	0	2	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5735_c0_g1_i8.p1	3	2	0	6	3	1	1	1	1	2	1	1	0	5	2	2	4	0	0	0	0	0	0	0	1	0	5	0	1	1	1	0	1	0	0	5	4	4	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5736_c0_g2_i11.p1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5736_c0_g2_i19.p1	0	4	1	15	4	0	2	0	1	0	0	0	1	4	3	5	2	0	0	0	0	0	0	0	0	0	6	1	4	1	0	0	0	0	0	8	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5736_c0_g2_i21.p4	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	1	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5737_c0_g1_i1.p1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5737_c0_g1_i5.p1	3	0	3	3	5	3	4	1	0	0	1	1	0	3	1	3	1	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	3	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5737_c0_g2_i4.p1	3	0	3	3	5	3	4	1	0	0	1	1	0	3	1	3	1	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	3	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN57383_c0_g1_i1.p2	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	6	4	0	0	0	0	0	0	0	0	0	12	2	9	6	0	0	1	2	0	14	22	11	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5739_c0_g1_i8.p1	5	2	0	0	0	1	2	2	0	0	0	2	0	1	0	0	2	0	1	0	1	1	0	1	0	0	1	6	2	0	0	1	0	0	2	3	5	1	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c0_g1_i14.p3	8	6	3	2	6	8	6	1	0	0	1	4	0	1	4	3	0	0	0	0	0	0	0	0	0	0	3	9	6	4	0	1	1	1	0	16	26	19	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c0_g1_i6.p1	3	1	1	2	3	4	3	0	0	0	1	2	0	0	5	2	1	0	0	0	0	0	0	0	0	0	3	4	3	1	2	0	0	3	1	9	12	11	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i15.p1	0	0	0	0	1	0	0	3	1	3	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	2	2	2	0	0	0	1	1	0	3	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i2.p3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i22.p1	0	0	0	0	1	0	0	3	1	3	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	2	2	2	0	0	0	1	1	0	3	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i24.p1	0	1	0	2	1	0	0	3	2	3	0	0	0	0	0	0	0	0	0	3	3	0	3	2	0	0	2	3	3	0	0	2	1	1	0	3	2	0	0	1	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i27.p1	4	3	6	2	5	4	2	0	0	0	0	1	0	1	2	3	1	0	0	0	0	0	0	1	0	0	4	4	4	4	1	1	1	1	0	6	7	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i29.p1	4	0	0	1	0	0	0	0	2	1	0	0	1	0	1	2	0	0	2	3	1	2	4	0	4	1	1	0	2	1	0	4	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i3.p1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN573_c1_g1_i33.p1	0	0	0	0	1	0	0	3	1	3	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	2	2	2	0	0	0	1	1	0	3	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN57429_c0_g1_i1.p1	0	1	1	1	0	1	0	0	0	0	0	0	0	29	28	18	32	3	0	0	0	0	0	0	0	0	2	3	5	0	0	0	0	0	0	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5742_c0_g1_i3.p1	0	0	0	2	1	2	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	1	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5743_c0_g1_i7.p4	0	2	1	0	0	2	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5745_c0_g1_i13.p1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	3	0	0	2	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN57461_c0_g1_i1.p3	9	15	11	8	5	6	8	2	0	5	0	0	3	532	516	593	475	62	0	2	1	3	1	2	2	2	62	65	64	26	7	6	2	2	3	44	28	46	6	0	1	1	1	0	0	0	1	2	1	0	0	123	109	136	109	121	78	0	0	1	1	0	1	0	2	1	0	0	0	1	0	0	0
TRINITY_DN57469_c0_g1_i1.p1	0	1	6	3	5	4	2	1	0	2	0	0	2	6	4	4	6	0	0	0	0	0	0	0	0	0	5	4	2	0	0	1	0	0	0	8	8	5	0	0	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN574_c0_g1_i13.p5	1	2	2	1	2	3	1	1	2	1	2	0	0	1	1	2	2	0	1	2	0	2	3	1	3	2	5	2	0	4	6	5	2	3	1	0	1	3	0	5	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRINITY_DN574_c0_g1_i44.p1	1	0	1	0	2	3	0	0	0	2	1	0	0	0	3	0	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	1	1	1	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN574_c0_g1_i47.p1	1	3	0	0	1	0	0	0	1	0	0	2	0	1	0	0	2	0	0	0	2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TRINITY_DN574_c0_g1_i54.p2	5	5	6	4	3	2	1	3	2	0	2	0	0	3	2	3	6	0	0	0	0	0	0	0	0	0	1	3	9	1	0	2	3	0	1	5	8	4	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5754_c0_g1_i1.p1	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	1	0	2	4	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5754_c0_g1_i10.p2	1	0	1	0	0	0	1	0	1	0	3	0	0	2	2	4	1	0	1	0	1	0	0	0	0	0	1	2	1	1	0	1	2	1	0	2	8	2	1	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5754_c0_g1_i4.p2	0	1	3	0	2	3	2	0	0	0	3	0	1	2	3	1	0	0	1	0	0	0	0	0	0	0	2	1	0	3	2	0	3	2	1	4	6	7	0	2	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5756_c0_g1_i5.p1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TRINITY_DN57573_c0_g1_i2.p5	1	1	8	0	0	7	0	0	0	0	1	0	0	6	2	4	4	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	8	8	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5757_c0_g1_i9.p3	1	0	0	1	1	1	1	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	8	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN575_c0_g1_i11.p1	4	2	3	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5761_c0_g1_i5.p2	1	4	2	1	3	5	1	0	1	1	0	5	0	1	0	0	3	0	0	0	0	0	2	0	0	0	6	2	2	0	0	1	0	0	0	8	4	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5761_c0_g1_i6.p1	3	2	1	1	1	5	2	1	0	2	2	6	0	2	1	0	1	0	0	0	0	0	1	0	0	0	4	5	3	0	0	2	0	0	0	6	4	3	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5764_c0_g1_i3.p1	0	1	2	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	2	0	0	3	1	0	2	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN57670_c0_g1_i1.p1	19	22	18	22	30	25	17	4	10	9	4	5	2	26	11	21	21	0	0	0	0	2	0	3	2	0	36	52	54	22	1	3	5	6	2	89	78	105	17	8	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5769_c0_g1_i6.p2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	4	2	2	2	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5770_c0_g2_i1.p1	0	0	0	1	0	1	0	1	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5771_c0_g1_i12.p1	3	0	0	2	1	0	0	1	2	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1	1	4	4	0	0	0	0	1	6	10	10	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5771_c0_g1_i2.p1	4	2	0	2	1	1	0	1	0	0	0	0	0	0	4	1	2	0	0	0	1	0	0	0	0	0	2	5	6	7	0	0	0	0	1	8	19	15	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5771_c0_g1_i7.p1	3	2	0	2	0	1	0	1	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	2	5	3	5	0	0	0	1	0	5	13	10	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5772_c0_g1_i4.p1	0	0	2	0	2	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	5	2	0	1	0	1	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5772_c0_g1_i5.p1	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0	1	2	0	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5773_c0_g1_i16.p1	0	0	0	1	0	3	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	0	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5773_c0_g1_i18.p2	1	0	1	0	3	0	0	0	0	1	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	1	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i114.p3	1	2	1	3	2	4	1	0	1	1	1	0	1	3	4	2	1	0	0	0	0	0	0	0	0	0	5	3	6	1	1	0	0	3	0	10	3	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i117.p2	1	5	2	5	6	5	3	4	3	2	3	4	1	3	4	3	4	0	0	0	0	0	0	0	0	0	8	5	9	2	3	1	0	3	0	14	5	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i124.p2	4	4	7	2	1	7	2	1	0	1	2	1	0	3	3	3	4	0	0	0	0	0	0	0	0	0	7	3	6	4	1	1	2	1	0	11	9	12	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i128.p2	18	11	8	15	3	14	3	4	5	1	0	4	7	13	8	5	8	1	4	0	0	0	3	0	0	0	24	29	23	22	0	0	6	1	1	31	53	29	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i13.p1	8	10	10	7	11	8	4	2	2	1	1	5	0	1	8	2	5	1	0	0	0	0	0	0	1	0	23	13	22	14	4	2	2	2	0	24	28	31	4	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i138.p1	1	2	2	3	1	1	3	1	2	1	4	1	1	0	4	3	8	0	0	0	0	0	0	0	0	0	3	4	4	0	2	0	2	3	0	14	4	7	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i141.p2	4	5	1	3	1	4	1	1	1	0	0	2	2	3	4	1	1	1	1	0	0	0	1	0	0	0	8	6	4	6	0	0	1	0	1	5	11	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i142.p2	6	7	6	4	6	3	7	1	0	1	1	0	1	7	5	8	2	0	0	0	0	0	0	0	0	0	13	9	11	6	1	0	0	0	0	19	21	25	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i146.p1	3	5	4	4	2	1	3	0	0	1	1	2	0	8	1	2	3	0	0	1	0	1	0	0	0	0	5	2	2	1	0	0	0	0	0	4	2	4	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i147.p2	2	3	8	7	3	3	4	0	2	2	1	1	0	2	5	2	2	0	0	0	0	0	0	0	0	0	3	3	6	2	1	0	0	1	0	12	7	11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i156.p2	15	16	15	15	16	24	10	15	3	9	6	10	0	14	17	16	12	1	1	0	0	0	0	0	0	1	18	21	20	19	7	8	5	5	0	31	18	36	2	1	5	6	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i164.p1	19	5	13	13	13	7	14	2	8	8	1	7	0	10	16	10	10	2	0	0	0	0	0	0	0	0	41	27	61	16	2	4	7	2	1	55	47	65	6	2	4	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i18.p2	2	11	9	6	6	12	2	8	3	4	4	5	0	9	6	5	6	0	1	0	0	1	0	2	0	0	10	12	11	5	4	2	1	3	0	13	11	15	0	2	4	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i20.p1	16	11	14	19	14	12	12	1	9	5	1	10	0	11	21	11	9	3	0	0	0	0	1	0	0	0	51	33	49	24	4	5	7	1	1	58	49	61	8	3	4	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i23.p2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	4	6	1	1	0	1	0	0	5	7	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i33.p1	7	13	5	3	2	8	4	1	1	0	0	1	2	4	5	3	3	1	1	0	0	0	1	0	0	0	12	6	12	10	1	1	6	0	1	14	16	14	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i34.p1	5	3	1	3	1	5	1	2	2	0	0	0	1	1	3	1	1	1	2	0	0	0	1	0	0	0	6	5	5	4	0	0	1	0	1	8	11	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i57.p2	2	11	9	6	6	12	2	8	3	4	4	5	0	9	6	5	6	0	1	0	0	1	0	2	0	0	10	12	11	5	4	2	1	3	0	13	11	15	0	2	4	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i74.p3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i78.p2	0	1	0	1	5	0	3	0	0	2	0	2	0	5	3	0	2	0	0	1	0	0	1	0	0	1	6	8	5	2	0	0	0	3	1	3	6	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i8.p4	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	3	5	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN577_c0_g1_i83.p2	6	6	2	3	1	5	1	0	0	0	0	1	1	3	3	2	2	1	1	0	0	0	1	0	0	0	8	8	6	8	0	0	2	0	1	9	13	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN57816_c0_g1_i1.p3	1	0	1	0	0	0	1	0	1	2	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	3	4	1	1	4	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN57849_c0_g1_i1.p1	32	26	28	42	43	30	25	21	22	17	7	12	4	58	50	50	52	3	5	4	2	9	2	7	1	2	144	129	137	71	36	28	31	29	15	165	172	145	26	57	51	42	33	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5786_c0_g1_i14.p2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	6	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5786_c0_g1_i16.p3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5787_c0_g2_i2.p1	1	2	0	0	1	1	3	0	0	1	1	0	1	4	4	1	1	0	0	0	0	0	0	0	0	0	8	10	5	3	1	0	1	1	0	9	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
